"CombinaisonID","Replicates","Code","mix_ID","decay","N","C","P","lignin","cellulose","hemicellulose","wsc","CN","CP","NP"
"MIL20","A","MIL20A","iCASSATiOSTCARiQUEPET","0.619725933","0.795331485","47.04471588","0.031625336","20.21465612","16.55791785","17.90214377","45.32528225","59.1510795","1487.564163","25.14855479"
"MIL20","C","MIL20C","iCASSATiOSTCARiQUEPET","0.619725933","0.795331485","47.04471588","0.031625336","20.21465612","16.55791785","17.90214377","45.32528225","59.1510795","1487.564163","25.14855479"
"MIL20","D","MIL20D","iCASSATiOSTCARiQUEPET","0.619725933","0.795331485","47.04471588","0.031625336","20.21465612","16.55791785","17.90214377","45.32528225","59.1510795","1487.564163","25.14855479"
"MIL20","F","MIL20F","iCASSATiOSTCARiQUEPET","0.619725933","0.795331485","47.04471588","0.031625336","20.21465612","16.55791785","17.90214377","45.32528225","59.1510795","1487.564163","25.14855479"
"MIL21","A","MIL21A","iCASSATiOSTCARiQUEILE","0.627739063","0.810227268","47.31601757","0.034872722","20.75583598","17.40245486","17.53045054","44.31125862","58.39845118","1356.82031","23.23384067"
"MIL21","C","MIL21C","iCASSATiOSTCARiQUEILE","0.627739063","0.810227268","47.31601757","0.034872722","20.75583598","17.40245486","17.53045054","44.31125862","58.39845118","1356.82031","23.23384067"
"MIL21","D","MIL21D","iCASSATiOSTCARiQUEILE","0.627739063","0.810227268","47.31601757","0.034872722","20.75583598","17.40245486","17.53045054","44.31125862","58.39845118","1356.82031","23.23384067"
"MIL21","F","MIL21F","iCASSATiOSTCARiQUEILE","0.627739063","0.810227268","47.31601757","0.034872722","20.75583598","17.40245486","17.53045054","44.31125862","58.39845118","1356.82031","23.23384067"
"MIL22","A","MIL22A","iQUECERiQUEILEiQUEPET","0.444938439","0.812859721","48.36051983","0.017399459","21.25022678","18.12016525","16.35322058","44.2763874","59.4942997","2779.426598","46.71752777"
"MIL22","C","MIL22C","iQUECERiQUEILEiQUEPET","0.444938439","0.812859721","48.36051983","0.017399459","21.25022678","18.12016525","16.35322058","44.2763874","59.4942997","2779.426598","46.71752777"
"MIL22","D","MIL22D","iQUECERiQUEILEiQUEPET","0.444938439","0.812859721","48.36051983","0.017399459","21.25022678","18.12016525","16.35322058","44.2763874","59.4942997","2779.426598","46.71752777"
"MIL22","F","MIL22F","iQUECERiQUEILEiQUEPET","0.444938439","0.812859721","48.36051983","0.017399459","21.25022678","18.12016525","16.35322058","44.2763874","59.4942997","2779.426598","46.71752777"
"MIL23","A","MIL23A","iOSTCARiQUECERiQUEPET","0.453188836","0.886524114","47.48216756","0.027244852","23.33807875","16.58668313","16.80043955","43.27479857","53.55992781","1742.794099","32.53914205"
"MIL23","C","MIL23C","iOSTCARiQUECERiQUEPET","0.453188836","0.886524114","47.48216756","0.027244852","23.33807875","16.58668313","16.80043955","43.27479857","53.55992781","1742.794099","32.53914205"
"MIL23","D","MIL23D","iOSTCARiQUECERiQUEPET","0.453188836","0.886524114","47.48216756","0.027244852","23.33807875","16.58668313","16.80043955","43.27479857","53.55992781","1742.794099","32.53914205"
"MIL23","F","MIL23F","iOSTCARiQUECERiQUEPET","0.453188836","0.886524114","47.48216756","0.027244852","23.33807875","16.58668313","16.80043955","43.27479857","53.55992781","1742.794099","32.53914205"
"MIL24","A","MIL24A","iOSTCARiQUECERiQUEILE","0.576391848","0.901419898","47.75346926","0.030492239","23.87925861","17.43122013","16.42874632","42.26077494","52.9758322","1566.08604","29.56227349"
"MIL24","C","MIL24C","iOSTCARiQUECERiQUEILE","0.576391848","0.901419898","47.75346926","0.030492239","23.87925861","17.43122013","16.42874632","42.26077494","52.9758322","1566.08604","29.56227349"
"MIL24","D","MIL24D","iOSTCARiQUECERiQUEILE","0.576391848","0.901419898","47.75346926","0.030492239","23.87925861","17.43122013","16.42874632","42.26077494","52.9758322","1566.08604","29.56227349"
"MIL24","F","MIL24F","iOSTCARiQUECERiQUEILE","0.576391848","0.901419898","47.75346926","0.030492239","23.87925861","17.43122013","16.42874632","42.26077494","52.9758322","1566.08604","29.56227349"
"MIL25","A","MIL25A","iOSTCARiQUEILEiQUEPET","0.577483906","0.841579358","47.05533261","0.028904425","22.60092125","17.69175039","17.02757285","42.67975552","55.91312593","1627.962964","29.11593543"
"MIL25","C","MIL25C","iOSTCARiQUEILEiQUEPET","0.577483906","0.841579358","47.05533261","0.028904425","22.60092125","17.69175039","17.02757285","42.67975552","55.91312593","1627.962964","29.11593543"
"MIL25","D","MIL25D","iOSTCARiQUEILEiQUEPET","0.577483906","0.841579358","47.05533261","0.028904425","22.60092125","17.69175039","17.02757285","42.67975552","55.91312593","1627.962964","29.11593543"
"MIL25","F","MIL25F","iOSTCARiQUEILEiQUEPET","0.577483906","0.841579358","47.05533261","0.028904425","22.60092125","17.69175039","17.02757285","42.67975552","55.91312593","1627.962964","29.11593543"
"MIL26","A","MIL26A","iOSTCARiQUECERiQUEILEiQUEPET","0.563231826","0.860595773","47.66287231","0.026010244","22.76712135","17.45745472","16.65249483","43.12292911","55.38357709","1832.465431","33.08680167"
"MIL26","C","MIL26C","iOSTCARiQUECERiQUEILEiQUEPET","0.563231826","0.860595773","47.66287231","0.026010244","22.76712135","17.45745472","16.65249483","43.12292911","55.38357709","1832.465431","33.08680167"
"MIL26","D","MIL26D","iOSTCARiQUECERiQUEILEiQUEPET","0.563231826","0.860595773","47.66287231","0.026010244","22.76712135","17.45745472","16.65249483","43.12292911","55.38357709","1832.465431","33.08680167"
"MIL26","F","MIL26F","iOSTCARiQUECERiQUEILEiQUEPET","0.563231826","0.860595773","47.66287231","0.026010244","22.76712135","17.45745472","16.65249483","43.12292911","55.38357709","1832.465431","33.08680167"
"MIL27","A","MIL27A","iCASSATiOSTCARiQUEILEiQUEPET","0.600528653","0.7922013","47.33478355","0.029295606","20.42455438","17.43588077","17.47877299","44.66079187","59.75095412","1615.76392","27.04164217"
"MIL27","C","MIL27C","iCASSATiOSTCARiQUEILEiQUEPET","0.600528653","0.7922013","47.33478355","0.029295606","20.42455438","17.43588077","17.47877299","44.66079187","59.75095412","1615.76392","27.04164217"
"MIL27","D","MIL27D","iCASSATiOSTCARiQUEILEiQUEPET","0.600528653","0.7922013","47.33478355","0.029295606","20.42455438","17.43588077","17.47877299","44.66079187","59.75095412","1615.76392","27.04164217"
"MIL27","F","MIL27F","iCASSATiOSTCARiQUEILEiQUEPET","0.600528653","0.7922013","47.33478355","0.029295606","20.42455438","17.43588077","17.47877299","44.66079187","59.75095412","1615.76392","27.04164217"
"MIL28","A","MIL28A","iCASSATiOSTCARiQUECERiQUEILE","0.61343653","0.837081706","47.85838604","0.030486467","21.3833074","17.24048308","17.0296531","44.34655643","57.17289689","1569.82396","27.45748502"
"MIL28","C","MIL28C","iCASSATiOSTCARiQUECERiQUEILE","0.61343653","0.837081706","47.85838604","0.030486467","21.3833074","17.24048308","17.0296531","44.34655643","57.17289689","1569.82396","27.45748502"
"MIL28","D","MIL28D","iCASSATiOSTCARiQUECERiQUEILE","0.61343653","0.837081706","47.85838604","0.030486467","21.3833074","17.24048308","17.0296531","44.34655643","57.17289689","1569.82396","27.45748502"
"MIL28","F","MIL28F","iCASSATiOSTCARiQUECERiQUEILE","0.61343653","0.837081706","47.85838604","0.030486467","21.3833074","17.24048308","17.0296531","44.34655643","57.17289689","1569.82396","27.45748502"
"MIL29","A","MIL29A","iCASSATiOSTCARiQUECERiQUEPET","0.573230762","0.825909868","47.65490977","0.028050927","20.9774225","16.60708032","17.30842302","45.10707416","57.6998915","1698.871123","29.44322908"
"MIL29","C","MIL29C","iCASSATiOSTCARiQUECERiQUEPET","0.573230762","0.825909868","47.65490977","0.028050927","20.9774225","16.60708032","17.30842302","45.10707416","57.6998915","1698.871123","29.44322908"
"MIL29","D","MIL29D","iCASSATiOSTCARiQUECERiQUEPET","0.573230762","0.825909868","47.65490977","0.028050927","20.9774225","16.60708032","17.30842302","45.10707416","57.6998915","1698.871123","29.44322908"
"MIL29","F","MIL29F","iCASSATiOSTCARiQUECERiQUEPET","0.573230762","0.825909868","47.65490977","0.028050927","20.9774225","16.60708032","17.30842302","45.10707416","57.6998915","1698.871123","29.44322908"
"MIL3","A","MIL3A","iQUEPET","0.457320403","0.738123397","47.39108149","0.012564259","19.43070955","17.5361585","17.32374033","45.70939161","64.20482223","3771.896362","58.74786707"
"MIL3","C","MIL3C","iQUEPET","0.457320403","0.738123397","47.39108149","0.012564259","19.43070955","17.5361585","17.32374033","45.70939161","64.20482223","3771.896362","58.74786707"
"MIL3","D","MIL3D","iQUEPET","0.457320403","0.738123397","47.39108149","0.012564259","19.43070955","17.5361585","17.32374033","45.70939161","64.20482223","3771.896362","58.74786707"
"MIL3","F","MIL3F","iQUEPET","0.457320403","0.738123397","47.39108149","0.012564259","19.43070955","17.5361585","17.32374033","45.70939161","64.20482223","3771.896362","58.74786707"
"MIL30","A","MIL30A","iCASSATiQUECERiQUEILEiQUEPET","0.434567482","0.770661573","48.31367397","0.020666882","19.41153352","17.75719191","16.97300879","45.85826578","62.69116781","2337.73403","37.28968708"
"MIL30","C","MIL30C","iCASSATiQUECERiQUEILEiQUEPET","0.434567482","0.770661573","48.31367397","0.020666882","19.41153352","17.75719191","16.97300879","45.85826578","62.69116781","2337.73403","37.28968708"
"MIL30","D","MIL30D","iCASSATiQUECERiQUEILEiQUEPET","0.434567482","0.770661573","48.31367397","0.020666882","19.41153352","17.75719191","16.97300879","45.85826578","62.69116781","2337.73403","37.28968708"
"MIL30","F","MIL30F","iCASSATiQUECERiQUEILEiQUEPET","0.434567482","0.770661573","48.31367397","0.020666882","19.41153352","17.75719191","16.97300879","45.85826578","62.69116781","2337.73403","37.28968708"
"MIL31","A","MIL31A","iCASSATiOSTCARiQUECERiQUEILEiQUEPET","0.483194586","0.817290044","47.76492513","0.026902025","20.99278783","17.29961816","17.08847054","44.61912347","58.44305273","1775.514104","30.38024233"
"MIL31","C","MIL31C","iCASSATiOSTCARiQUECERiQUEILEiQUEPET","0.483194586","0.817290044","47.76492513","0.026902025","20.99278783","17.29961816","17.08847054","44.61912347","58.44305273","1775.514104","30.38024233"
"MIL31","D","MIL31D","iCASSATiOSTCARiQUECERiQUEILEiQUEPET","0.483194586","0.817290044","47.76492513","0.026902025","20.99278783","17.29961816","17.08847054","44.61912347","58.44305273","1775.514104","30.38024233"
"MIL31","F","MIL31F","iCASSATiOSTCARiQUECERiQUEILEiQUEPET","0.483194586","0.817290044","47.76492513","0.026902025","20.99278783","17.29961816","17.08847054","44.61912347","58.44305273","1775.514104","30.38024233"
"MIL4","A","MIL4A","iQUEILE","0.546129384","0.782810748","48.20498657","0.022306418","21.05424914","20.06976951","16.20866064","42.66732071","61.57936221","2161.036629","35.09352081"
"MIL4","C","MIL4C","iQUEILE","0.546129384","0.782810748","48.20498657","0.022306418","21.05424914","20.06976951","16.20866064","42.66732071","61.57936221","2161.036629","35.09352081"
"MIL4","D","MIL4D","iQUEILE","0.546129384","0.782810748","48.20498657","0.022306418","21.05424914","20.06976951","16.20866064","42.66732071","61.57936221","2161.036629","35.09352081"
"MIL4","F","MIL4F","iQUEILE","0.546129384","0.782810748","48.20498657","0.022306418","21.05424914","20.06976951","16.20866064","42.66732071","61.57936221","2161.036629","35.09352081"
"MIL5","A","MIL5A","iOSTCAR","0.843577014","1.003803929","45.56992976","0.051842597","27.31780506","15.46932315","17.55031756","39.66255423","45.39724189","879.0055392","19.36253179"
"MIL5","C","MIL5C","iOSTCAR","0.843577014","1.003803929","45.56992976","0.051842597","27.31780506","15.46932315","17.55031756","39.66255423","45.39724189","879.0055392","19.36253179"
"MIL5","D","MIL5D","iOSTCAR","0.843577014","1.003803929","45.56992976","0.051842597","27.31780506","15.46932315","17.55031756","39.66255423","45.39724189","879.0055392","19.36253179"
"MIL5","F","MIL5F","iOSTCAR","0.843577014","1.003803929","45.56992976","0.051842597","27.31780506","15.46932315","17.55031756","39.66255423","45.39724189","879.0055392","19.36253179"
"MIL6","A","MIL6A","iCASSATiQUECER","0.492911875","0.780856073","48.82931391","0.023898426","18.58058769","16.71141982","17.17981709","47.52817539","62.53305264","2043.202075","32.67395383"
"MIL6","C","MIL6C","iCASSATiQUECER","0.492911875","0.780856073","48.82931391","0.023898426","18.58058769","16.71141982","17.17981709","47.52817539","62.53305264","2043.202075","32.67395383"
"MIL6","D","MIL6D","iCASSATiQUECER","0.492911875","0.780856073","48.82931391","0.023898426","18.58058769","16.71141982","17.17981709","47.52817539","62.53305264","2043.202075","32.67395383"
"MIL6","F","MIL6F","iCASSATiQUECER","0.492911875","0.780856073","48.82931391","0.023898426","18.58058769","16.71141982","17.17981709","47.52817539","62.53305264","2043.202075","32.67395383"
"MIL7","A","MIL7A","iCASSATiQUEPET","0.393287481","0.691095263","47.78210894","0.021516705","16.66308165","17.10221521","18.07805688","48.15664626","69.13968525","2220.698243","32.11901001"
"MIL7","C","MIL7C","iCASSATiQUEPET","0.393287481","0.691095263","47.78210894","0.021516705","16.66308165","17.10221521","18.07805688","48.15664626","69.13968525","2220.698243","32.11901001"
"MIL7","D","MIL7D","iCASSATiQUEPET","0.393287481","0.691095263","47.78210894","0.021516705","16.66308165","17.10221521","18.07805688","48.15664626","69.13968525","2220.698243","32.11901001"
"MIL7","F","MIL7F","iCASSATiQUEPET","0.393287481","0.691095263","47.78210894","0.021516705","16.66308165","17.10221521","18.07805688","48.15664626","69.13968525","2220.698243","32.11901001"
"MIL8","A","MIL8A","iCASSATiQUEILE","0.47962672","0.713438938","48.18906148","0.026387785","17.47485145","18.36902071","17.52051703","46.63561081","67.54475949","1826.188216","27.0367121"
"MIL8","C","MIL8C","iCASSATiQUEILE","0.47962672","0.713438938","48.18906148","0.026387785","17.47485145","18.36902071","17.52051703","46.63561081","67.54475949","1826.188216","27.0367121"
"MIL8","D","MIL8D","iCASSATiQUEILE","0.47962672","0.713438938","48.18906148","0.026387785","17.47485145","18.36902071","17.52051703","46.63561081","67.54475949","1826.188216","27.0367121"
"MIL8","F","MIL8F","iCASSATiQUEILE","0.47962672","0.713438938","48.18906148","0.026387785","17.47485145","18.36902071","17.52051703","46.63561081","67.54475949","1826.188216","27.0367121"
"MIL9","A","MIL9A","iCASSATiOSTCAR","0.687415879","0.823935529","46.87153308","0.041155874","20.60662941","16.06879753","18.19134549","45.13322757","56.88737947","1138.878329","20.01987681"
"MIL9","C","MIL9C","iCASSATiOSTCAR","0.687415879","0.823935529","46.87153308","0.041155874","20.60662941","16.06879753","18.19134549","45.13322757","56.88737947","1138.878329","20.01987681"
"MIL9","D","MIL9D","iCASSATiOSTCAR","0.687415879","0.823935529","46.87153308","0.041155874","20.60662941","16.06879753","18.19134549","45.13322757","56.88737947","1138.878329","20.01987681"
"MIL9","F","MIL9F","iCASSATiOSTCAR","0.687415879","0.823935529","46.87153308","0.041155874","20.60662941","16.06879753","18.19134549","45.13322757","56.88737947","1138.878329","20.01987681"
"MPL1","A","MPL1A","pBETPEN","0.918882242","0.92162778","49.25197856","0.202283875","21.80410614","11.80036377","19.69230967","46.70322043","53.44020616","243.4795086","4.556110952"
"MPL1","C","MPL1C","pBETPEN","0.918882242","0.92162778","49.25197856","0.202283875","21.80410614","11.80036377","19.69230967","46.70322043","53.44020616","243.4795086","4.556110952"
"MPL1","D","MPL1D","pBETPEN","0.918882242","0.92162778","49.25197856","0.202283875","21.80410614","11.80036377","19.69230967","46.70322043","53.44020616","243.4795086","4.556110952"
"MPL1","F","MPL1F","pBETPEN","0.918882242","0.92162778","49.25197856","0.202283875","21.80410614","11.80036377","19.69230967","46.70322043","53.44020616","243.4795086","4.556110952"
"MPL10","A","MPL10A","pPICABIpPINSYL","0.746541985","1.168282549","48.12375323","0.090692398","18.99371566","22.88350315","17.64078437","40.48199682","41.19187887","530.6261003","12.88181347"
"MPL10","C","MPL10C","pPICABIpPINSYL","0.746541985","1.168282549","48.12375323","0.090692398","18.99371566","22.88350315","17.64078437","40.48199682","41.19187887","530.6261003","12.88181347"
"MPL10","D","MPL10D","pPICABIpPINSYL","0.746541985","1.168282549","48.12375323","0.090692398","18.99371566","22.88350315","17.64078437","40.48199682","41.19187887","530.6261003","12.88181347"
"MPL10","F","MPL10F","pPICABIpPINSYL","0.746541985","1.168282549","48.12375323","0.090692398","18.99371566","22.88350315","17.64078437","40.48199682","41.19187887","530.6261003","12.88181347"
"MPL11","A","MPL11A","pCARBETpPINSYL","0.99399739","1.382282297","46.96639379","0.13186549","12.6199109","20.3225573","18.13885089","48.91868091","33.97742552","356.1689564","10.48251747"
"MPL11","C","MPL11C","pCARBETpPINSYL","0.99399739","1.382282297","46.96639379","0.13186549","12.6199109","20.3225573","18.13885089","48.91868091","33.97742552","356.1689564","10.48251747"
"MPL11","D","MPL11D","pCARBETpPINSYL","0.99399739","1.382282297","46.96639379","0.13186549","12.6199109","20.3225573","18.13885089","48.91868091","33.97742552","356.1689564","10.48251747"
"MPL11","F","MPL11F","pCARBETpPINSYL","0.99399739","1.382282297","46.96639379","0.13186549","12.6199109","20.3225573","18.13885089","48.91868091","33.97742552","356.1689564","10.48251747"
"MPL12","A","MPL12A","pPINSYLpQUEROB","0.642231301","1.268252015","48.39731979","0.178359108","18.05274722","20.87428248","16.860988","44.2119823","38.16064884","271.3476219","7.110665833"
"MPL12","C","MPL12C","pPINSYLpQUEROB","0.642231301","1.268252015","48.39731979","0.178359108","18.05274722","20.87428248","16.860988","44.2119823","38.16064884","271.3476219","7.110665833"
"MPL12","D","MPL12D","pPINSYLpQUEROB","0.642231301","1.268252015","48.39731979","0.178359108","18.05274722","20.87428248","16.860988","44.2119823","38.16064884","271.3476219","7.110665833"
"MPL12","F","MPL12F","pPINSYLpQUEROB","0.642231301","1.268252015","48.39731979","0.178359108","18.05274722","20.87428248","16.860988","44.2119823","38.16064884","271.3476219","7.110665833"
"MPL13","A","MPL13A","pCARBETpPICABI","0.867822247","1.103104313","45.81417147","0.124543967","14.44498601","17.62359459","18.29478891","49.63663049","41.5320391","367.8554049","8.857147707"
"MPL13","C","MPL13C","pCARBETpPICABI","0.867822247","1.103104313","45.81417147","0.124543967","14.44498601","17.62359459","18.29478891","49.63663049","41.5320391","367.8554049","8.857147707"
"MPL13","D","MPL13D","pCARBETpPICABI","0.867822247","1.103104313","45.81417147","0.124543967","14.44498601","17.62359459","18.29478891","49.63663049","41.5320391","367.8554049","8.857147707"
"MPL13","F","MPL13F","pCARBETpPICABI","0.867822247","1.103104313","45.81417147","0.124543967","14.44498601","17.62359459","18.29478891","49.63663049","41.5320391","367.8554049","8.857147707"
"MPL14","A","MPL14A","pPICABIpQUEROB","0.582663984","0.989074032","47.24509748","0.171037586","19.87782232","18.17531978","17.01692603","44.92993187","47.7669982","276.2264055","5.782787613"
"MPL14","C","MPL14C","pPICABIpQUEROB","0.582663984","0.989074032","47.24509748","0.171037586","19.87782232","18.17531978","17.01692603","44.92993187","47.7669982","276.2264055","5.782787613"
"MPL14","D","MPL14D","pPICABIpQUEROB","0.582663984","0.989074032","47.24509748","0.171037586","19.87782232","18.17531978","17.01692603","44.92993187","47.7669982","276.2264055","5.782787613"
"MPL14","F","MPL14F","pPICABIpQUEROB","0.582663984","0.989074032","47.24509748","0.171037586","19.87782232","18.17531978","17.01692603","44.92993187","47.7669982","276.2264055","5.782787613"
